Entity, Parent, Alias: Default, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Data Id, Old Name, Old Unique Name, Base Currency, Plan Type (Consol), Aggregation (Consol), Data Storage (Consol), Formula (Consol), Solve Order (Consol), Formula Description (Consol), Plan Type (Rates), Aggregation (Rates), Data Storage (Rates), Formula (Rates), Solve Order (Rates), Formula Description (Rates), Intercompany Entity, Operation
2303,01_023,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6b2804e5-c31a-481e-968c-c150f27cfe7b,159813600953679,2303,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2304,01_023,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,54173840-ad39-42ba-b721-3b87d6d8f558,1198030580893673,2304,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2306,01_023,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,32085028-57dc-4985-9051-b5fb7b7b1531,595509854031296,2306,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
23J,01_023,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,e246b734-a11a-4b54-bf37-ab12bb86b625,1457881131207370,23J,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2302,01_023,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,29780608-b090-45b5-9709-d571e85c08a1,1939416017160134,2302,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2307,01_023,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,cad50d9a-8718-4f11-a232-e934c555ac32,1950860212848128,2307,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2305,01_023,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,c12a88f3-ae36-4170-9ecd-f9d5c9709d02,2896916659194680,2305,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
JAL - BPS,Energy Segment,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ad3c1205-24ef-4355-99f7-c5d7510a378c,2996686690927544,JAL - BPS,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
01_025,JAL - BPS,Energy Segment,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,eee1650e-80d6-41ff-a0f8-08e6c558f3fb,100186161758704,01_025,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2501,JAL - BPS,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9ffb3af6-408c-45bc-8e57-8512b24dd865,904645665834612,2501,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
Jacksboro - BPS,Energy Segment,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3ee023a8-9d05-4f7d-ae0a-ae42d133e7b5,1890959046427030,Jacksboro - BPS,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
01_026,Jacksboro - BPS,Jacksboro,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,bd94af08-5842-4227-b6e7-5f2c6585b334,4449636537876631,01_026,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2601,Jacksboro - BPS,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0741a620-ddbd-419d-9072-b60097058754,3449607628013896,2601,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2602,Jacksboro - BPS,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,94b7ea78-a7d6-45e1-a540-5595d0951c45,2228516984014012,2602,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
26,Jacksboro - BPS,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,81ef7122-3d53-4389-ba1c-b2b8dad9f9b8,2914592604831976,26,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2603,Jacksboro - BPS,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7bf25da7-92c5-44a2-8519-1fd7ad97ddb3,709648406038043,2603,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2606,Jacksboro - BPS,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,843628dd-831a-4325-bcaa-717914dccde5,2555703412672222,2606,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2607,Jacksboro - BPS,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9ad0441c-908d-4f60-a78a-d18080e5a2bc,3258568283474620,2607,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
2608,Jacksboro - BPS,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b201a740-316c-47ae-9d93-620cdbe99967,2240283146144043,2608,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
68,Energy Segment,Rig to Refinery,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,b8b01b62-2fcf-4c16-91d2-1ca83d94a453,320746381330220,68,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
Fire Protection Segment,FCCS_Total Geography,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,18f33723-877b-441b-910c-bb85a4dc992f,3317865593063274,Fire Protection Segment,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
03_001,Fire Protection Segment,ASI - DALLAS,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,299d0572-e984-44ea-88cd-7031804c2460,2112881188359256,03_001,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_002,Fire Protection Segment,ASI - DESIGN,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,ca17a4c0-2045-4f90-9f8a-c9d9c9a7116b,1722937480725926,03_002,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_003,Fire Protection Segment,ASI - HOUSTON,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,6f26c074-b5bf-45fb-ba3a-bda4ebba2f35,413542434424773,03_003,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_004,Fire Protection Segment,ASI - OKLAHOMA CITY,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,edc2454f-9b34-47ad-a07e-498e5dbf7800,3064644673094799,03_004,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_005,Fire Protection Segment,ASI - SAN ANTONIO,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a70d8d7e-cecd-495b-a0ec-3259c21973c2,2979167668093778,03_005,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_006,Fire Protection Segment,ASI - AUSTIN,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,625698ad-0aa0-40b0-bb62-2f6f7215faa8,1598796300830772,03_006,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_007,Fire Protection Segment,ASI - MOBILE,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,aaf76708-c5a7-4cf0-bef9-d140bdd1cffe,2013927210370864,03_007,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_008,Fire Protection Segment,ASI - ATLANTA,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,3cbabf93-6481-48e8-93d2-412bcae53bc2,3729887026826189,03_008,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_009,Fire Protection Segment,ASI - TALLAHASSEE,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,5f043abb-e53b-4e1a-8169-25f0a570614a,657007528329729,03_009,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_010,Fire Protection Segment,ASI - SANTEE,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,9a32b5de-0c4e-4e0f-9308-6bdc25e942f3,3844314627395044,03_010,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_011,Fire Protection Segment,ASI - TAMPA,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,533bd38a-eb84-4dd4-bf0a-fbb430f79b0e,2719505316463916,03_011,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_012,Fire Protection Segment,ASI - TULSA,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,54b7e641-7c7c-46df-8663-f3fbf47b78bf,3953012313768428,03_012,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_013,Fire Protection Segment,ASI - LITTLE ROCK,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,768dae5c-9d49-40c2-bc46-edfb91727a0c,2630264508402335,03_013,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_014,Fire Protection Segment,ASI - WICHITA,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,79de783b-41ec-450c-b1a8-168331b8fe82,2572419868478695,03_014,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_015,Fire Protection Segment,ASI - CORP,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,a9ed9cc5-6411-4e49-80f6-9d170f11d5c2,1570712142499665,03_015,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
03_016,Fire Protection Segment,ASI - Miami,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,19a853a9-6def-409a-b5b0-2668e901d615,236571178586049,03_016,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
25NH,Fire Protection Segment,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,fb654285-eb9d-4a59-8552-8c10c776ff14,328334903299965,25NH,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
78SC,Fire Protection Segment,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,cd326757-66a2-43d2-879b-47b740e19d96,804191054808604,78SC,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
Administrative Segment,FCCS_Total Geography,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,cda09d6d-a15e-41c6-816b-7896ca05c42b,2210218767369553,Administrative Segment,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
99_001,Administrative Segment,HQ,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,0dbc71e3-5bdb-4e16-aa9e-253a071d829b,4229178060393832,99_001,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,ICP_Entity_Yes,
VENT,Administrative Segment,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,76c0237f-b720-4fd9-9475-5fe071c144b5,220119367896598,VENT,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
CVNT,Administrative Segment,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,c811db49-8040-4e50-b682-9dc3d2dba064,1667981182255832,CVNT,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
Elim,Administrative Segment,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,17457d19-ceab-40e7-9aba-2155aee227ac,609346764226945,Elim,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
Total Monumental,Entity,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,f5ef1fc8-6f8a-46da-b031-842bbe606e0d,1407069280944832,Total Monumental,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
Total MSC,Total Monumental,,false,never share,false,,<none>,<none>,,,unspecified,none,,,,false,true,7d738837-fe2d-415c-bda7-6e822452235d,513571548645518,Total MSC,<none>,USD,true,~,never share,<none>,0,,true,~,never share,<none>,0,,,
19,Total MSC,,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,13af8f98-8cc1-4975-a4f4-16db0e4a9360,372771587638029,19,[Total MSC].[19],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
21,Total MSC,,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,8bba71b0-3fc6-4cf9-aa34-3d5d35a4f0db,384703107125202,21,[Total MSC].[21],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
22,Total MSC,,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,910117aa-1391-4fa1-b04f-a70d8a4a4a0f,1959174104958198,22,[Total MSC].[22],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
23,Total MSC,,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,bbc567b7-d7e2-4875-88ad-648dddfc894d,4074420974538042,23,[Total MSC].[23],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
24,Total MSC,,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,e54fb605-f1ca-4506-a410-c419debf1c1a,2366944124551215,24,[Total MSC].[24],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
1,Total MSC,Baltimore,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,e3fb76ae-bdca-42ef-a22f-f9c1c7570033,3816222945726040,1,[Total MSC].[1],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
4,Total MSC,ELE-B4,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,9670179a-137d-466a-8b33-b9b5f5833cf9,700976416347,4,[Total MSC].[4],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
5,Total MSC,ELE-B5,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,3709375e-9b29-4211-8075-96e88b885174,1454516535052957,5,[Total MSC].[5],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
9,Total MSC,ATLC,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,354b3727-912b-4be6-839a-a5f973efecdb,2768565183008119,9,[Total MSC].[9],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
14,Total MSC,ATLC-WEST,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,5d6b905c-caf2-426d-807f-1fc3dda963ed,790555000392929,14,[Total MSC].[14],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
7,Total MSC,MBE,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,952d3739-6083-4fef-9140-2921dbd97f6e,546035838308285,7,[Total MSC].[7],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
11,Total MSC,,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,7cc14b82-30c5-4648-a364-057dacecaea8,821667804299327,11,[Total MSC].[11],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
10,Total MSC,MONUMENTAL SUPPLY (FIRE-PROTECTION),false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,9314ae5f-ad3b-4a24-9b3c-5006d530adb7,2058593433829441,10,[Total MSC].[10],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
203,Total MSC,STNSMD,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,38763587-1f36-4d2b-8f4a-4db9be5b454a,1046579310055151,203,[Total MSC].[203],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
204,Total MSC,STNCSR,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,89fd50eb-0828-43c2-90ed-fb3f82893041,4210934051455322,204,[Total MSC].[204],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
2,Total MSC,CORP-EXP,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,58cf3384-05e2-45ab-a269-c6a2f502af64,3628319222875730,2,[Total MSC].[2],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
15,Total MSC,ATLC-PIPE,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,c4cdcc99-6113-48e1-96b6-7fe440de928f,2152599314321294,15,[Total MSC].[15],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
51,Total MSC,MONUMENTAL ELEV BR 51,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,fd41fdad-a589-4a28-9070-973d680cd746,763590521146893,51,[Total MSC].[51],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
8,Total MSC,GOVERNMENT,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,5424815b-e954-421b-9f34-c7bfba9f0b54,4329616427011914,8,[Total MSC].[8],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
6,Total MSC,ELE-B6,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,ad7e13cd-a3b1-4ca0-a440-88816f4e7595,2820038716506821,6,[Total MSC].[6],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
12,Total MSC,BACLEANLINE,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,182d5d6f-f414-443e-a587-626de340c075,2025427295292389,12,[Total MSC].[12],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
13,Total MSC,BACSTOCKROOM,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,a889060c-0850-4698-9972-cf5c8c84be85,56305598417189,13,[Total MSC].[13],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
17,Total MSC,DAVIDSON INV TRACKING,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,a15fb053-6053-4fb9-834a-a86de552eba8,1082879519180465,17,[Total MSC].[17],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
18,Total MSC,GILMOUR INV TRACKING,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,25a156fc-e73c-4700-b2f2-0a4ff223936d,1482291407702096,18,[Total MSC].[18],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
50,Total MSC,Monumental Elevator - Las Vegas,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,4ab48e02-9cdb-437b-bd94-cc5a9aac5253,861386813358913,50,[Total MSC].[50],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
20,Total MSC,SIATA,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,8c34caa5-2d0d-4e75-9de3-ec425562bc51,4383079433061631,20,[Total MSC].[20],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
202,Total MSC,TBD,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,6b3a50b8-a604-4a39-8036-34d8e29556c2,1372554029516410,202,[Total MSC].[202],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
205,Total MSC,STN20M,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,6965b8ae-b5d7-4138-ba84-6a91a53581fd,668717657703506,205,[Total MSC].[205],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
3,Total MSC,VMI-BR3,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,3924713b-5979-45ce-890b-db3032c8ca59,374843895989628,3,[Total MSC].[3],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
201,Total MSC,STNLLR,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,366cfd9e-5163-44dd-b773-8c376dd26084,947256969086842,201,[Total MSC].[201],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
Mon_01,Total MSC,Monumental,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,69440e64-d7ae-456b-a669-895fc3f59960,2612640626723458,Mon_01,[Total MSC].[Mon_01],USD,true,~,shared,<none>,0,,true,~,shared,<none>,0,,,
